node_1,node_2,edge,chunk_id
"Develop effective operating procedures, establish a sound equipment usage accountability system, and strictly adhere to them during operation",Failure,contains,27
"Develop effective operating procedures, establish a sound equipment usage accountability system, and strictly adhere to them during operation",Operating Procedures,contains,27
Pre-employment Training for Operators,"Develop effective operating procedures, establish a sound equipment usage accountability system, and strictly adhere to them during operation",isSubsectionOf,27
Pre-employment Training for Operators,Operator,contains,27
Pre-employment Training for Operators,Technical Assessment,contains,27
Pre-employment Training for Operators,Education and Training,contains,27
Failure,Operating Procedures,isInfluencedBy,27
Operating Procedures,Equipment,appliesTo,27
Operating Procedures,description: One of the key measures to ensure the safe operation of equipment,hasProperty,27
Operator,Equipment,classifiedAs,27
Operator,"description: Must be thoroughly familiar with and proficient in the equipment’s performance, structure, processing capabilities, and maintenance procedures",hasProperty,27
Technical Assessment,MaintenanceMethod,classifiedAs,27
Technical Assessment,Operator,appliesTo,27
Education and Training,MaintenanceMethod,classifiedAs,27
Education and Training,Operator,appliesTo,27
Education and Training,"description: Ongoing education and training on the proper use and care of equipment, including skills to diagnose and troubleshoot mechanical and electrical system failures",hasProperty,27
Maintenance and保养 of Mechanical and Electrical Equipment,Cultivate a culture and habit of consciously caring for equipment,isSubsectionOf,28
Principles of Operation and Maintenance Procedures,Maintenance and保养 of Mechanical and Electrical Equipment,isSubsectionOf,28
Basic Content of Operation and Maintenance Procedures,Maintenance and保养 of Mechanical and Electrical Equipment,isSubsectionOf,28
Maintenance and保养 of Mechanical and Electrical Equipment,Mechanical and electrical equipment,contains,28
Principles of Operation and Maintenance Procedures,loose parts,contains,28
Principles of Operation and Maintenance Procedures,dry friction,contains,28
Principles of Operation and Maintenance Procedures,unusual noises,contains,28
Mechanical and electrical equipment,Equipment,classifiedAs,28
loose parts,FailureMode,classifiedAs,28
dry friction,FailureMode,classifiedAs,28
unusual noises,FailureMode,classifiedAs,28
Operation and Maintenance Procedures,MaintenanceMethod,classifiedAs,28
Operation and Maintenance Procedures,Mechanical and electrical equipment,appliesTo,28
Mechanical and electrical equipment,Operation and Maintenance Procedures,canBeMaintainedBy,28
Operators must wear appropriate personal protective equipment as required during operation,The basic content of operation and maintenance procedures generally includes the following aspects,isSubsectionOf,29
"Before starting work, clear the workspace",The basic content of operation and maintenance procedures generally includes the following aspects,isSubsectionOf,29
Check whether the wires and control cabinets are damaged,The basic content of operation and maintenance procedures generally includes the following aspects,isSubsectionOf,29
Check the oil quality and level in lubrication and hydraulic systems,The basic content of operation and maintenance procedures generally includes the following aspects,isSubsectionOf,29
After confirming that all components are functioning correctly,The basic content of operation and maintenance procedures generally includes the following aspects,isSubsectionOf,29
While the equipment is running,The basic content of operation and maintenance procedures generally includes the following aspects,isSubsectionOf,29
"When maintaining, servicing, or cleaning equipment and instruments",The basic content of operation and maintenance procedures generally includes the following aspects,isSubsectionOf,29
Before maintenance and servicing,The basic content of operation and maintenance procedures generally includes the following aspects,isSubsectionOf,29
When maintaining equipment,The basic content of operation and maintenance procedures generally includes the following aspects,isSubsectionOf,29
"After completing maintenance, repair, and other operational tasks",The basic content of operation and maintenance procedures generally includes the following aspects,isSubsectionOf,29
"Instructions, safety signs, and signage located within the workshop and on machinery",The basic content of operation and maintenance procedures generally includes the following aspects,isSubsectionOf,29
It is strictly prohibited to use flammable or volatile substances for wiping equipment,The basic content of operation and maintenance procedures generally includes the following aspects,isSubsectionOf,29
When working in flammable and explosive hazard areas,The basic content of operation and maintenance procedures generally includes the following aspects,isSubsectionOf,29
The work area should be dry and clean,The basic content of operation and maintenance procedures generally includes the following aspects,isSubsectionOf,29
Regularly maintain the cleanliness of lubrication and hydraulic systems,The basic content of operation and maintenance procedures generally includes the following aspects,isSubsectionOf,29
After finishing work and before leaving for the day,The basic content of operation and maintenance procedures generally includes the following aspects,isSubsectionOf,29
Daily Maintenance,Classification of Maintenance and Servicing Tasks,isSubsectionOf,29
First-Level Maintenance,Classification of Maintenance and Servicing Tasks,isSubsectionOf,29
Second-Level Maintenance,Classification of Maintenance and Servicing Tasks,isSubsectionOf,29
Equipment Fault Diagnosis Technology,Fundamentals of Mechanical and Electrical Equipment Fault Diagnosis and Maintenance,isSubsectionOf,29
Personal Protective Equipment,Equipment,classifiedAs,29
Control cabinets,Component,classifiedAs,29
Wires,Component,classifiedAs,29
Lubrication system,Component,classifiedAs,29
Hydraulic system,Component,classifiedAs,29
Safety protection devices,Component,classifiedAs,29
Operating handles,Component,classifiedAs,29
Control devices,Component,classifiedAs,29
Oil,Material,classifiedAs,29
Coolant,Material,classifiedAs,29
Flammable substances,Material,classifiedAs,29
Volatile substances,Material,classifiedAs,29
Oil-soaked rags,Material,classifiedAs,29
Water,Material,classifiedAs,29
Dust,Material,classifiedAs,29
Metal chips,Material,classifiedAs,29
Workspace,EnvironmentalFactor,classifiedAs,29
Power supply,EnvironmentalFactor,classifiedAs,29
Equipment grounding,EnvironmentalFactor,classifiedAs,29
Flammable and explosive hazard areas,EnvironmentalFactor,classifiedAs,29
Severe wear,FailureMode,classifiedAs,29
Damage,FailureMode,classifiedAs,29
Loose connections,FailureMode,classifiedAs,29
Abnormalities,FailureMode,classifiedAs,29
Daily Maintenance,MaintenanceMethod,classifiedAs,29
First-Level Maintenance,MaintenanceMethod,classifiedAs,29
Second-Level Maintenance,MaintenanceMethod,classifiedAs,29
Fault diagnosis technology,DiagnosticTechnique,classifiedAs,29
Lubrication system,Equipment,isPartOf,29
Hydraulic system,Equipment,isPartOf,29
Safety protection devices,Equipment,isPartOf,29
Operating handles,Equipment,isPartOf,29
Control devices,Equipment,isPartOf,29
Control cabinets,Equipment,isPartOf,29
Wires,Equipment,isPartOf,29
Oil,Lubrication system,appliesTo,29
Oil,Hydraulic system,appliesTo,29
Coolant,Cooling system,appliesTo,29
Daily Maintenance,Operating personnel,canBeMaintainedBy,29
First-Level Maintenance,Operational staff,canBeMaintainedBy,29
First-Level Maintenance,Maintenance technicians,canBeMaintainedBy,29
Second-Level Maintenance,Maintenance technicians,canBeMaintainedBy,29
Second-Level Maintenance,Operators,canBeMaintainedBy,29
Severe wear,Safety risks,causes,29
Damage,Safety risks,causes,29
Loose connections,Safety risks,causes,29
Flammable substances,Fire hazard,causes,29
Volatile substances,Fire hazard,causes,29
Oil-soaked rags,Fire hazard,causes,29
Water,Contamination,causes,29
Dust,Contamination,causes,29
Metal chips,Contamination,causes,29
Fault diagnosis technology,Equipment malfunctions,appliesTo,29
Equipment,Operational status,hasProperty,29
Oil,Quality,hasProperty,29
Oil,Level,hasProperty,29
Lubrication,Cooling function,hasProperty,29
Lubrication,Heat dissipation function,hasProperty,29
Lubrication,Sealing function,hasProperty,29
Lubrication,Protective function,hasProperty,29
Lubrication,Cleaning function,hasProperty,29
Lubrication,Wear reduction function,hasProperty,29
Equipment operation,Workspace conditions,isInfluencedBy,29
Equipment operation,Power supply,isInfluencedBy,29
Equipment operation,Equipment grounding,isInfluencedBy,29
Equipment operation,Environmental factors,isInfluencedBy,29
Equipment Fault Diagnosis Process,null,isSubsectionOf,30
Signal Acquisition,Equipment Fault Diagnosis Process,isSubsectionOf,30
Signal Processing,Equipment Fault Diagnosis Process,isSubsectionOf,30
State Recognition,Equipment Fault Diagnosis Process,isSubsectionOf,30
Diagnostic Decision-making,Equipment Fault Diagnosis Process,isSubsectionOf,30
Equipment Fault Diagnosis Process,condition monitoring,contains,30
Equipment Fault Diagnosis Process,analytical diagnosis,contains,30
Equipment Fault Diagnosis Process,fault prediction,contains,30
Signal Acquisition,sensors,contains,30
Signal Acquisition,vibration,contains,30
Signal Acquisition,pressure,contains,30
Signal Acquisition,temperature,contains,30
Signal Processing,feature extraction,contains,30
Signal Processing,spectral analysis,contains,30
State Recognition,characteristic parameters,contains,30
State Recognition,discriminant parameters,contains,30
condition monitoring,DiagnosticTechnique,classifiedAs,30
analytical diagnosis,DiagnosticTechnique,classifiedAs,30
fault prediction,DiagnosticTechnique,classifiedAs,30
sensors,Equipment,classifiedAs,30
vibration,DiagnosticTechnique,classifiedAs,30
pressure,DiagnosticTechnique,classifiedAs,30
temperature,DiagnosticTechnique,classifiedAs,30
feature extraction,DiagnosticTechnique,classifiedAs,30
spectral analysis,DiagnosticTechnique,classifiedAs,30
characteristic parameters,DiagnosticTechnique,classifiedAs,30
discriminant parameters,DiagnosticTechnique,classifiedAs,30
Equipment Fault Diagnosis Levels,Equipment Fault Diagnosis,isSubsectionOf,32
Simple Diagnostic Technique,Equipment Fault Diagnosis,isSubsectionOf,32
Simple Diagnostic Technique,Simple Diagnostic Technique,contains,32
Simple Diagnostic Technique,simple and portable diagnostic instruments,contains,32
Simple Diagnostic Technique,testing devices,contains,32
Simple Diagnostic Technique,DiagnosticTechnique,classifiedAs,32
Simple Diagnostic Technique,uses straightforward instruments and methods,hasProperty,32
Simple Diagnostic Technique,quickly provides a general assessment,hasProperty,32
Precision Diagnostic Technique,DiagnosticTechnique,classifiedAs,32
Precision Diagnostic Technique,Equipment,appliesTo,32
Precision Diagnostic Technique,employed when simple diagnostics fail,hasProperty,32
simple and portable diagnostic instruments,DiagnosticTechnique,classifiedAs,32
testing devices,DiagnosticTechnique,classifiedAs,32
Detection and analysis conducted on-site by equipment maintenance and repair personnel,Fundamentals of Mechanical and Electrical Equipment Fault Diagnosis and Maintenance,isSubsectionOf,33
Detection and analysis conducted on-site by equipment maintenance and repair personnel,qualitative initial assessment,hasProperty,33
Detection and analysis conducted on-site by equipment maintenance and repair personnel,relatively simple technical knowledge,hasProperty,33
Detection and analysis conducted on-site by equipment maintenance and repair personnel,easy to learn and master,hasProperty,33
Detection and analysis conducted on-site by equipment maintenance and repair personnel,Equipment,appliesTo,33
Detection and analysis conducted on-site by equipment maintenance and repair personnel,DiagnosticTechnique,classifiedAs,33
Detection and analysis conducted on-site by equipment maintenance and repair personnel,Equipment,contains,33
Detection and analysis conducted on-site by equipment maintenance and repair personnel,Failure,contains,33
Fundamentals of Mechanical and Electrical Equipment Fault Diagnosis and Maintenance,Section,classifiedAs,33
Simplified diagnostic techniques,DiagnosticTechnique,classifiedAs,34
Simplified diagnostic techniques,Installation and commissioning phase,appliesTo,34
Simplified diagnostic techniques,Maintenance phase,appliesTo,34
Simplified diagnostic techniques,Regular or online monitoring,hasProperty,34
Precision Diagnostic Technology,DiagnosticTechnique,classifiedAs,34
Precision Diagnostic Technology,Development and design phase,appliesTo,34
Precision Diagnostic Technology,Operation and maintenance phases,appliesTo,34
Precision Diagnostic Technology,Uses sophisticated instruments,hasProperty,34
Precision Diagnostic Technology,Conducted by experienced technicians,hasProperty,34
Precision Diagnostic Technology,Involves advanced signal processing,hasProperty,34
Precision Diagnostic Technology,Higher cost,hasProperty,34
Equipment,Simplified diagnostic techniques,canBeMaintainedBy,34
Equipment,Precision Diagnostic Technology,canBeMaintainedBy,34
Failure,Precision Diagnostic Technology,canBeMaintainedBy,34
